,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.9547511312217195,0.0,0.0,0.011312217194570135,0.01583710407239819,0.0,0.0,0.0,0.01809954751131222,0.0,0.0
State_1,0.0,0.6511627906976745,0.09302325581395349,0.009302325581395349,0.0,0.15813953488372093,0.0,0.002325581395348837,0.004651162790697674,0.08139534883720931,0.0
State_2,0.0,0.036476868327402136,0.9546263345195729,0.0,0.0008896797153024911,0.0008896797153024911,0.0026690391459074734,0.0,0.0,0.0,0.004448398576512456
State_3,0.006122448979591836,0.0020408163265306124,0.0,0.9387755102040817,0.004081632653061225,0.0020408163265306124,0.014285714285714285,0.0,0.0163265306122449,0.0020408163265306124,0.014285714285714285
State_4,0.006092254134029591,0.0,0.0008703220191470844,0.0008703220191470844,0.9843342036553525,0.0017406440382941688,0.0026109660574412533,0.0,0.0017406440382941688,0.0,0.0017406440382941688
State_5,0.0,0.10697674418604651,0.0015503875968992248,0.0,0.0015503875968992248,0.8852713178294573,0.0015503875968992248,0.0,0.0015503875968992248,0.0015503875968992248,0.0
State_6,0.001142857142857143,0.0,0.0,0.010285714285714285,0.002285714285714286,0.0,0.984,0.0,0.0,0.0,0.002285714285714286
State_7,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.9420289855072463,0.043478260869565216,0.0,0.0
State_8,0.02601156069364162,0.002890173410404624,0.0,0.014450867052023121,0.014450867052023121,0.002890173410404624,0.0,0.008670520231213872,0.930635838150289,0.0,0.0
State_9,0.0,0.06613226452905811,0.0,0.002004008016032064,0.0,0.004008016032064128,0.0,0.0,0.0,0.9258517034068137,0.002004008016032064
State_10,0.0,0.01293103448275862,0.03879310344827586,0.021551724137931036,0.0,0.0,0.0,0.0,0.0,0.0,0.9267241379310345
